Team,Scoring Margin,eFG%,SPG+BPG,Rebound Margin,Win Percentage
Kansas St. (Big 12),1.1205059920106524,0.5545665634674922,10.0,1.0124826629680999,0.8461538461538461
Kansas (Big 12),0.8797250859106529,0.4720989220038047,7.068965517241379,0.9979057591623036,0.45
Kennesaw St. (ASUN),0.9395933014354066,0.48050036791758644,8.25,1.0012285012285012,0.2631578947368421
Kent St. (MAC),1.0788990825688074,0.5080307262569832,10.08695652173913,1.1597938144329898,1.875
Kentucky (SEC),1.0039908779931586,0.4708672086720867,12.2,1.050828729281768,0.5625
La Salle (Atlantic 10),0.926006528835691,0.5027529249827942,10.76,0.9367231638418079,0.5625
Lafayette (Patriot),1.0130434782608695,0.505926724137931,9.666666666666666,0.898972602739726,1.5
Lamar University (Southland),0.9096742349457059,0.45988805970149255,11.357142857142858,0.9352657004830918,0.5555555555555556
Lehigh (Patriot),0.8920800696257616,0.4711431742508324,8.133333333333333,0.9812382739212008,0.36363636363636365
Liberty (ASUN),1.24036802760207,0.5797507788161994,7.103448275862069,1.1225433526011561,3.8333333333333335
Lipscomb (ASUN),1.04004329004329,0.5271265907568654,8.148148148148149,0.9860365198711063,1.25
Little Rock (Sun Belt),1.0022446689113356,0.5078515346181299,9.653846153846153,1.0951219512195123,0.7333333333333333
LIU (NEC),1.0144706778370145,0.4727272727272727,12.277777777777779,1.045994065281899,1.0
LMU (CA) (WCC),1.0220588235294117,0.516564952048823,7.318181818181818,1.2845257903494176,1.4444444444444444
Long Beach St. (Big West),0.9286713286713286,0.505730659025788,9.11111111111111,0.8848314606741573,0.5
Longwood (Big South),0.9766022380467956,0.4993666877770741,7.896551724137931,0.9865563598759048,0.7058823529411765
Louisiana Tech (C-USA),1.022198731501057,0.501244555071562,10.26923076923077,1.1487695749440716,1.8888888888888888
Louisiana (Sun Belt),1.1170009551098377,0.509090909090909,9.6875,1.0899376669634906,3.0
Louisville (ACC),1.0218045112781955,0.47774869109947643,6.65,1.1420029895366217,1.8571428571428572
Loyola Chicago (MVC),1.2669735327963176,0.5666047087980174,9.35483870967742,1.1817116060961312,5.2
Loyola Maryland (Patriot),1.0165837479270314,0.5110887096774194,10.0,1.1151832460732984,0.5454545454545454
LSU (SEC),1.0871160018340211,0.5227646736149204,10.689655172413794,1.0164383561643835,1.9
Maine (America East),0.8227194492254734,0.45132743362831856,10.11111111111111,0.884375,0.2857142857142857
Manhattan (MAAC),0.9427509293680297,0.42618025751072963,11.4,0.9824324324324324,0.5384615384615384
Marist (MAAC),0.9970059880239521,0.49056603773584906,9.428571428571429,1.0123796423658873,1.3333333333333333
Marquette (Big East),0.9989389920424403,0.5057277628032345,8.777777777777779,1.072289156626506,0.9285714285714286
Marshall (C-USA),1.1015037593984962,0.548480463096961,13.0,0.9499389499389499,2.142857142857143
Maryland (Big Ten),1.0496558505408062,0.5375916870415648,8.32258064516129,0.9647619047619047,1.2142857142857142
Massachusetts (Atlantic 10),1.0511415525114156,0.5,11.4,0.9315315315315316,1.1428571428571428
McNeese (Southland),1.119047619047619,0.5631868131868132,9.208333333333334,1.1531531531531531,0.7142857142857143
Memphis (AAC),1.1543280182232347,0.5093317278747742,13.714285714285714,1.2237991266375545,2.5
Mercer (SoCon),1.068683957732949,0.5506329113924051,9.862068965517242,1.0833333333333333,1.6363636363636365
Miami (FL) (ACC),0.9363256784968684,0.473753280839895,10.481481481481481,1.0085470085470085,0.5882352941176471
Miami (OH) (MAC),1.0097146326654522,0.5087655222790358,7.0,0.9864029666254636,1.0909090909090908
Michigan St. (Big Ten),1.1641053787047202,0.5469336670838548,8.464285714285714,1.2085253456221199,4.6
Michigan (Big Ten),0.9763937719738824,0.48073394495412847,9.178571428571429,1.0928050052137643,1.1538461538461537
Middle Tenn. (C-USA),0.876459741856177,0.4508692365835223,9.391304347826088,0.9359903381642513,0.2777777777777778
Milwaukee (Horizon),0.9904648390941597,0.4951780415430267,8.227272727272727,0.927710843373494,0.8333333333333334
Minnesota (Big Ten),0.9905793688177108,0.45011148272017837,10.931034482758621,0.9222126188418324,0.9333333333333333
Mississippi St. (SEC),1.0367180417044424,0.5018756698821008,10.848484848484848,1.2199052132701422,1.2
Mississippi Val. (SWAC),0.6504530281354316,0.4357832219747587,7.541666666666667,0.6890524379024839,0.09090909090909091
Missouri St. (MVC),1.020855614973262,0.5076820307281229,10.192307692307692,1.0131004366812226,1.6
Missouri (SEC),1.1053952321204517,0.5457957957957958,7.541666666666667,1.1549479166666667,2.4285714285714284
Monmouth (MAAC),1.0235531628532974,0.48531810766721045,11.8,0.9457070707070707,1.5
Montana St. (Big Sky),1.0559701492537314,0.5112285336856011,7.464285714285714,1.0163934426229508,1.1538461538461537
Montana (Big Sky),1.0290030211480363,0.5061633281972265,7.869565217391305,1.0277777777777777,1.3
Morehead St. (OVC),1.0735146022155087,0.5254391278013325,9.387096774193548,1.2106918238993711,2.875
Morgan St. (MEAC),1.0927770859277708,0.49892008639308855,11.590909090909092,1.1022727272727273,1.75
Mount St. Mary's (NEC),1.016072676450035,0.48589846897663175,8.521739130434783,1.1594594594594594,1.0909090909090908
Murray St. (OVC),1.1420356526739506,0.5670170827858082,10.23076923076923,1.1286057692307692,1.0
N.C. A&T (MEAC),0.9960604070912672,0.4748625294579733,11.380952380952381,0.8628370457209847,1.1
N.C. Central (MEAC),0.9391824526420738,0.48103666245259163,10.071428571428571,0.8544061302681992,0.5555555555555556
Navy (Patriot),1.0671641791044777,0.5004798464491362,10.555555555555555,1.1050788091068302,5.0
NC State (ACC),1.044776119402985,0.5294736842105263,12.32,0.9655172413793104,1.2727272727272727
Nebraska (Big Ten),0.9426147704590818,0.48940149625935164,10.407407407407407,0.909683426443203,0.35
Nevada (Mountain West),1.0573951434878588,0.5166089965397924,8.576923076923077,1.0345596432552955,1.6
New Hampshire (America East),1.009478672985782,0.45911111111111114,8.368421052631579,1.061654135338346,1.1111111111111112
New Mexico St. (WAC),0.9100126742712294,0.453184957789716,9.681818181818182,1.0881971465629052,0.375
New Mexico (Mountain West),1.1083398285268902,0.5012975778546713,7.4,1.1855500821018063,1.5
New Orleans (Southland),0.9942408376963351,0.5226964769647696,10.4,0.992108229988726,0.6666666666666666
Niagara (MAAC),0.9915644171779141,0.4658780709736124,7.8,0.8753462603878116,0.8181818181818182
Nicholls (Southland),1.0704533042053523,0.515828677839851,12.44,1.0073761854583771,2.5714285714285716
NJIT (America East),0.9422355588897224,0.45909926470588236,8.894736842105264,0.842998585572843,0.5833333333333334
Norfolk St. (MEAC),1.055683122847302,0.4922139471902505,9.72,0.9837310195227765,2.125
North Carolina (ACC),1.0754437869822486,0.4830230010952902,11.758620689655173,1.3195329087048833,1.6363636363636365
North Dakota St. (Summit League),0.9075672930421533,0.4938101788170564,7.269230769230769,0.9094827586206896,0.5294117647058824
North Dakota (Summit League),1.0306513409961686,0.5036887994634474,6.444444444444445,1.2185592185592184,1.25
North Florida (ASUN),0.9281159420289855,0.5339313572542902,7.739130434782608,0.8869257950530035,0.5333333333333333
North Texas (C-USA),1.1197707736389684,0.5435356200527705,9.392857142857142,1.069364161849711,1.8
Northeastern (CAA),0.9838212634822804,0.5153256704980843,8.578947368421053,0.922962962962963,1.1111111111111112
Northern Ariz. (Big Sky),0.8475609756097561,0.4799498746867168,7.0,0.8429530201342282,0.375
Northern Colo. (Big Sky),1.021066491112574,0.5311220311220312,7.0,1.0903873744619799,1.0
Northern Ill. (MAC),0.8048946295037389,0.4444444444444444,9.210526315789474,0.9745042492917847,0.1875
Northern Ky. (Horizon),1.0016844469399213,0.506093432633717,8.08,1.0344009489916963,1.2727272727272727
Northwestern St. (Southland),1.0029744199881023,0.5042796005706134,8.791666666666666,0.9384436701509872,0.6
Northwestern (Big Ten),0.9108996539792388,0.4893736017897092,9.89655172413793,0.8980836236933798,0.6111111111111112
Notre Dame (ACC),0.9777547853078117,0.5388776200135227,8.192307692307692,0.9108079748163693,0.7333333333333333
Oakland (Horizon),0.9195402298850575,0.4865229110512129,10.133333333333333,0.9031705227077977,0.6666666666666666
Ohio St. (Big Ten),1.0909090909090908,0.5480579328505596,8.56,1.0511904761904762,2.125
Ohio (MAC),1.08529945553539,0.5291153415453528,8.0,1.0892514395393473,2.1
Oklahoma St. (Big 12),1.0668080593849416,0.5079754601226993,10.777777777777779,0.9877175025588536,1.4545454545454546
Oklahoma (Big 12),1.053186611646034,0.5117977528089888,11.866666666666667,1.0628465804066543,2.3333333333333335
Old Dominion (C-USA),1.0096401028277635,0.4912079510703364,11.217391304347826,1.058974358974359,1.875
Ole Miss (SEC),1.0813692480359147,0.4870825456836799,11.428571428571429,1.145413870246085,1.3333333333333333
Omaha (Summit League),0.8635197537198563,0.46285140562248994,8.64,0.9055201698513801,0.25
