Scoring Margin,eFG%,SPG+BPG,Rebound Margin,Win Percentage
0.4114631328708618,0.3241365851784563,0.4300470711297072,0.4492367975109114,0.20833333333333337
0.921041233790312,0.4993462646272942,0.7643197229836965,0.619655095601583,0.8275862068965517
0.2806145207942236,0.5441456102663682,0.3812970711297072,0.07655612642891696,0.2
0.672095715970097,0.5440534845866243,0.25955066399854465,0.6283930568624873,0.6521739130434783
0.7506160076044728,0.5247913055500733,0.7800494484594903,0.630701443369248,0.7878787878787878
0.46558366536815127,0.17336166629484784,0.3209205020920502,0.5212331083639296,0.4
0.3996030394146312,0.10731120202669897,0.25156903765690375,0.48427844007203397,0.2222222222222222
0.5647477942676952,0.46576851448284445,0.18272751046025104,0.42235230552797964,0.4375
0.36514470714941877,0.15512108472412592,0.33208544373486004,0.41891750218706736,0.3157894736842105
0.4602963503325286,0.5722064803503469,0.6799163179916319,0.4350578975158911,0.4
0.6913329189169302,0.3269160135606427,0.6334944452459964,0.577566059415598,0.5862068965517241
0.6966107846419708,0.46711915654274494,0.4163179916317992,0.8465172945864201,0.6538461538461539
0.4974881210484893,0.39959038525881746,0.5036820083682009,0.26344147591050765,0.44
0.2657699078650462,0.09305558239687339,0.45962343096234304,0.3614445404192705,0.16
0.7705190242381796,0.47913664170749565,0.7755295502092051,0.6857921264446452,0.78125
0.6152218847478117,0.4508319069189,0.36375523012552297,0.6798563726597828,0.45833333333333326
0.5971003854917287,0.5584586169237612,0.1569988588817041,0.5081990286947303,0.5454545454545454
0.5642792309767042,0.5007543868130138,0.7116457461645747,0.6495795153789176,0.48148148148148145
0.6409325611363738,0.5074567719580225,0.2855648535564855,0.6518549665148167,0.5185185185185185
0.5356781226841377,0.50781684027497,0.17441331635437515,0.5029018113266273,0.43478260869565216
0.9409825211908347,0.7727694792516778,0.753347280334728,0.7182363692703594,0.9333333333333332
0.8084116347405559,0.7595175683607085,0.5126569037656903,0.5552233046563362,0.8666666666666667
0.41024099062402797,0.3835884170031134,0.1971757322175732,0.5438526322104693,0.2222222222222222
0.7496694093747539,0.5518681553127802,0.36084130304841594,0.6549832713604663,0.6785714285714286
0.3995571614579331,0.4269994192874037,0.5575313807531381,0.3921301637555068,0.2
0.45961149725645395,0.4202112030704537,0.25156903765690375,0.6011647099805604,0.38888888888888895
0.6075944619517323,0.335655862100875,0.3457112970711298,0.49688174088933473,0.5384615384615384
0.6162102495090914,0.483365073628599,0.2777943813508666,0.6643647213508781,0.42857142857142855
0.7079739379253455,0.6473677341292672,0.4907759604412325,0.5768082104143306,0.6818181818181818
0.50417789907129,0.5403474829558854,0.3535564853556486,0.40571683445634754,0.41666666666666674
0.7199695125456386,0.5086854550112038,0.6897071129707113,0.8484173080175622,0.64
0.43975889334749746,0.3121217619863467,0.14142259414225936,0.4665319403140268,0.4
0.7528697896874833,0.7244090965792552,0.11785216178521617,0.8170092184922597,0.7407407407407408
0.35575501363136164,0.2078917832308794,0.39945083682008375,0.34787154974983847,0.16666666666666663
0.5208568228722996,0.5467774404107145,0.27451621338912136,0.40711147800946296,0.375
0.4689026011988956,0.4233100060419169,0.01734958880392438,0.49796231329894297,0.3103448275862069
0.6114882318960794,0.7718138607198091,0.23570432357043233,0.33760194292090884,0.6296296296296297
0.5341833905061728,0.2878581226525349,0.3221757322175732,0.4606398173302973,0.5384615384615384
0.37385921321171234,0.4288709640603611,0.1546809623430962,0.5942737985501169,0.20833333333333337
0.38202025957393954,0.3654599900163988,0.37104004781829053,0.2699484217643082,0.23809523809523805
0.4948526623452599,0.4344775952391376,0.5681735492086594,0.44493670031337706,0.30434782608695654
0.3843079206250839,0.30652378687435605,0.4351464435146444,0.45680938889623574,0.14285714285714285
0.47876448415423745,0.38341574134136724,0.23443514644351457,0.5002947402684121,0.36
0.6209698005968587,0.48996402841144604,0.27510460251046015,0.49361303497492315,0.6923076923076923
0.0,0.0,0.054393305439330575,0.0,0.0
0.4845719914795595,0.35632907641553846,0.4989994542477716,0.6006328565275518,0.5217391304347826
0.621183729352638,0.43793796678429603,0.30766213389121344,0.5260602531503064,0.6666666666666665
0.5439436067756667,0.4659643761581214,0.37622036262203634,0.5013912562383218,0.7037037037037037
0.7934849471743024,0.5682260510736326,0.698744769874477,0.9380867484590948,0.6923076923076923
0.5633094791642671,0.5686274479162751,0.19681788152389337,0.5028146183146468,0.47368421052631576
0.8781880667653048,0.7762603854107549,0.49633891213389125,0.7218957802167005,0.875
0.764292607018929,0.5602393476115732,0.18655203974895396,0.7197761180954559,0.71875
0.7077641067650979,0.6533457591325019,0.25593992827256434,0.5696450009663826,0.7142857142857143
0.4328471825023372,0.36875506615818077,0.6521015595283379,0.22358661303947316,0.4090909090909091
0.716639852813217,0.6951492720677016,0.47067755432582004,0.49796102735488074,0.7096774193548387
0.6787828570353418,0.41163359101771896,0.36453974895397495,0.9258906575785858,0.5769230769230769
0.4443966126212634,0.3764539983894421,0.25156903765690375,0.3760990033586011,0.4090909090909091
0.7248451769422197,0.7497544949251864,0.1569988588817041,0.7397443353113018,0.5909090909090909
0.5924620240454317,0.7186569079677355,0.0016997907949790193,0.524421703092524,0.5833333333333334
0.5515046933721857,0.46550350542034014,0.21485355648535556,0.6333177760775396,0.4666666666666666
0.29411632038454144,0.23572756333184194,0.4480290684871173,0.35160257668233413,0.15789473684210525
0.3769281284561801,0.45504180216888196,0.2253436939629409,0.369170338333456,0.09523809523809523
0.42440639707299155,0.24381425775425913,0.5253248183219554,0.5369016958855309,0.2631578947368421
0.6005826973103798,0.6979981735102329,0.34613921643210355,0.48325685170915217,0.5454545454545454
0.8107610320201647,0.6510140477501278,0.4272506411121609,0.7507424746485284,0.8387096774193549
0.6143079202989854,0.608554232376368,0.0618723849372385,0.720039944253317,0.6
0.6470080152452921,0.6220430113459405,0.7717050209205021,0.604481885841348,0.5416666666666666
0.5464082757473345,0.3200930782024886,0.577928870292887,0.5436529500408359,0.5
0.5250371621345256,0.2377093680413769,0.3449680687073332,0.47648355784914576,0.42105263157894735
0.4419287286308617,0.4038362417076215,0.48500697350069727,0.47997454603364836,0.33333333333333326
0.7114900756977212,0.5378286811740016,0.9078055114702064,0.3995568883746197,0.7586206896551724
0.4476579253687216,0.3147666533581846,0.577928870292887,0.3608181915031111,0.33333333333333326
0.7142310124449404,0.6414337221795792,0.1546809623430962,0.5763085221540439,0.6666666666666665
0.5666957816671205,0.36481940520033274,0.1581700066064743,0.5698870257752126,0.5263157894736842
0.6228346294934535,0.48473889267383746,0.4204602510460252,0.6567629392923888,0.52
0.44796641464198206,0.602279786463266,0.08267782426778242,0.3094769752172882,0.36
0.4423979974227185,0.2076594439304329,0.05892608089260803,0.5671529700684028,0.3703703703703704
0.480924266437575,0.5321657978866399,0.6136244769874478,0.4154323906326178,0.375
0.609153792602906,0.40825393275352123,0.6459205020920501,0.5840106886933211,0.5555555555555556
0.49754492212545615,0.5175132766432136,0.7364016736401674,0.3297863691941962,0.34615384615384615
0.7974331476736917,0.6527432177038879,0.4777151173367291,0.8636988349548413,0.5652173913043478
0.6311010840880992,0.5988458710116866,0.733765690376569,0.6174918119999712,0.6
0.49004670092734776,0.369875937272597,0.3127615062761506,0.5349964506508819,0.4
0.7189207781776816,0.6434263529417373,0.7239748953974895,0.6862959079184494,0.72
0.22399857627165623,0.0031787937939215067,0.21660191273161974,0.2190828954464001,0.14285714285714285
0.5255565320139689,0.3984462033375045,0.3739539748953975,0.6734826376166061,0.5
0.7775444584740195,0.7841031680947823,0.6260669456066946,0.6231090146454445,0.64
0.6317042635232668,0.4895073450607902,0.6752092050209205,0.6407821693292968,0.5
0.5987684611572621,0.5595838933320668,0.5198744769874476,0.5059278959007943,0.4230769230769231
0.5796438915381457,0.38135799531180453,0.6242868010650438,0.6397084582217235,0.5909090909090909
0.4652447504399509,0.42890253985558024,0.3127615062761506,0.4962410234114259,0.29411764705882354
0.5453260853465258,0.4114480173834066,0.4069037656903767,0.7291692767573046,0.5
0.5406389257882771,0.4874322257309724,0.5481171548117155,0.5680695725978409,0.5384615384615384
0.7042943768817341,0.6049228354930466,0.6242868010650438,0.5533360061703602,0.7272727272727273
0.6524377720066165,0.6465105447979195,0.74581589958159,0.3738251755839039,0.6538461538461539
0.9983649958396983,1.0,0.5269351464435147,0.8419471240633108,0.96875
0.5215657722484136,0.3159548622187347,0.5728294979079498,0.4516602339494451,0.5
0.86611037665568,0.6804656227334421,0.16997907949790791,0.9652485343384782,0.7083333333333335
0.455663795063643,0.3976898348522963,0.32744769874476976,0.4092263476774895,0.32
0.4618595801235052,0.4150940732555452,0.6848117154811715,0.3277847020870693,0.44
0.5845060464573039,0.4359635893509267,0.33315899581589953,0.4627898570434556,0.625
0.601617356094137,0.4903622113593786,0.09130304841601913,0.6922765469066211,0.5238095238095238
0.4826486554620223,0.22631072525572096,0.47594142259414235,0.5884904718866274,0.375
0.5518027679702072,0.4815311083101555,0.38193560123703835,0.5347413185666956,0.5652173913043478
0.44510809634873455,0.4532100646323743,0.5345842050209205,0.383045286985944,0.3125
1.0,0.4891174525234789,0.7564069037656904,0.9244009542758785,0.875
0.3810871435556108,0.4159106937868461,0.5232635983263599,0.39027591387242844,0.24
0.33885058894317766,0.4488415945716343,0.45962343096234304,0.3871293080102348,0.2
0.2541773493467141,0.3658211519133903,0.05686572841384556,0.357645548400089,0.045454545454545456
0.7046886441046845,0.4862237260634621,0.1852771966527196,0.8208885969707513,0.5416666666666666
0.8046150371039651,0.7221460473945445,0.24959508705628294,0.966841332930519,0.7741935483870968
0.4943157503197443,0.5706584702432702,0.3568200836820083,0.5055054780748085,0.28
0.5571081669197262,0.36578846397127845,0.37168758716875866,0.4764918634719648,0.4444444444444444
0.5652252694595304,0.384764156393483,0.37150627615062765,0.4672228480156761,0.6
0.6661142008260639,0.4750946768922256,0.5575313807531381,0.7346868447414518,0.6666666666666665
0.7713989287371542,0.6809648350385535,0.45093804831961126,0.6351016192025816,0.7096774193548387
0.33714480224876,0.339115704684685,0.3892520920502092,0.29947453597259144,0.08333333333333331
0.4607233502069527,0.3875454848535629,0.3263598326359832,0.4601886438876857,0.4444444444444444
0.614954031252297,0.16135579496424327,0.6119246861924686,0.6028270205173445,0.6666666666666665
0.5095686234476343,0.4475623038824674,0.3688546025104603,0.4281959663312252,0.45833333333333326
0.6721922263317747,0.59711179511902,0.24930264993026494,0.7330405908929308,0.6666666666666665
0.7094647817847387,0.5478034446555542,0.3739539748953975,0.5441936683370275,0.65
0.6838443125871642,0.4342386048799414,0.541213389121339,0.6470448634812145,0.7
0.7269613508178124,0.7172733287097838,0.4351464435146444,0.5502274693205,0.45833333333333326
0.37348600750584726,0.29801149804928134,0.0764319722983696,0.5301717864647636,0.3103448275862069
0.46137477899879203,0.34072407635865765,0.22097280334728034,0.5347433924778714,0.20833333333333337
0.6658808571967859,0.48068719681721384,0.4457886119701656,0.7529060198723957,0.6521739130434783
0.5559128212834081,0.2917495221137572,0.7043933054393304,0.6029860355426471,0.36
0.44142889048555795,0.45385508928018503,0.5281589958158995,0.4459935038619236,0.36
0.5692023758387272,0.4699905433845362,0.3943514644351464,0.3940542655177422,0.6
0.41745247440114974,0.23593201581909073,0.6012402869097431,0.4439882479251558,0.35714285714285715
0.3916235840315292,0.2931525188733427,0.206694560669456,0.5072397700055956,0.26666666666666666
0.9029232859521178,0.845308762286438,0.08065214254797291,0.7016548448161463,0.7931034482758621
0.6088391057345185,0.5777697247780847,0.20850767085076716,0.5138414530733582,0.5555555555555556
0.5533493212754984,0.47977619447482533,0.3927824267782426,0.6639270161292735,0.4230769230769231
0.5712975580038073,0.30120600525164926,0.7139121338912136,0.5963342465765389,0.5
0.5824372386668885,0.5240748221360773,0.10693229364777482,0.9245189346777007,0.5909090909090909
0.4453409159530943,0.468993757052506,0.3263598326359832,0.374598126939659,0.33333333333333326
0.5157052771525303,0.436639609551132,0.17771605828884715,0.5145566767183011,0.41379310344827586
0.5826426287831997,0.44618660356782325,0.46809623430962355,0.7377382823431466,0.6538461538461539
0.7218158260255682,0.4860771193116301,0.39690115062761505,0.6567942009403982,0.75
0.5820638988046747,0.3267346734889896,0.025156903765690398,0.7284284527142986,0.65
0.9419811590818881,0.7784747255177128,0.3561884194898098,0.7830616883429032,0.8387096774193549
0.574399623643517,0.496233848864321,0.4351464435146444,0.6915284171279527,0.35294117647058826
0.6779436008972015,0.5555939315376954,0.519549848506709,0.5556699233063536,0.6551724137931035
0.2897996084288274,0.1924101726411294,0.4487447698744769,0.373970103963108,0.2222222222222222
0.4660102944788769,0.06456304487229594,0.6064853556485357,0.5088827570692283,0.35
0.5456587425034398,0.3918974951678665,0.36521219366407653,0.5500857280733115,0.5714285714285714
0.5484964644396416,0.46897903278553044,0.2855648535564855,0.6325124377545832,0.48148148148148145
0.6990653651889265,0.686331864425807,0.8023012552301255,0.4641764882723811,0.6818181818181818
0.6229507027751717,0.6309738100227616,0.2298555810500742,0.4845707012599074,0.5483870967741935
0.6251317686355282,0.43985934079663513,0.6064853556485357,0.4388505788275213,0.5333333333333333
0.7248204049590449,0.7610982958596517,0.3382583682008369,0.7437694433843342,0.41666666666666674
0.776613345739842,0.48730143132527254,0.8897190675433353,0.8409679471348039,0.7142857142857143
0.6508846732517433,0.6972748160700267,0.4182657625162315,0.647707605973143,0.6206896551724138
0.4565777867508513,0.3064221849790634,0.4940725244072524,0.5448125857518921,0.3703703703703704
0.5643155064489096,0.4844228671953159,0.06799163179916316,0.5143456300911128,0.5217391304347826
0.7909668752985461,0.678468022116229,0.24719814704124318,0.8199534633915744,0.8214285714285714
0.5153992411886102,0.3419115716501774,0.3346159593544531,0.6607392380589628,0.5357142857142857
0.36869236074463696,0.19008071919254124,0.3606512643259961,0.4449852431521444,0.21739130434782608
0.5360560921061828,0.4153447179196161,0.21819132750095085,0.43359387198434374,0.45454545454545453
0.5362242260085232,0.18622833216780096,0.5490910402539316,0.4260291209956744,0.48275862068965514
0.6039575172514036,0.4493951632662349,0.5389882084442753,0.8356104931373727,0.5454545454545454
0.03690608243371859,0.11338409018774126,0.1342834728033473,0.1052348902176469,0.08333333333333331
0.5806708836666116,0.47891444421779006,0.4586820083682008,0.5510774353923126,0.6153846153846154
0.7047781921678692,0.67268313496752,0.1342834728033473,0.7462387748903679,0.7083333333333335
0.584630984483742,0.36521725151466894,0.6554393305439332,0.4583540427867631,0.6
0.6322203286000642,0.4969447079188552,0.12481320980274956,0.5556081288570726,0.5357142857142857
0.592631579559725,0.47119342792544566,0.17441331635437515,0.5712713052373566,0.5652173913043478
0.6579762393752701,0.569190737973666,0.3601363206910514,0.8229342199240498,0.7419354838709676
0.6862542833178624,0.4343691079276832,0.6298497527577027,0.6737654357694339,0.6363636363636364
0.5736493516692382,0.3681677826649946,0.25422957977078414,0.7524459964408288,0.5217391304347826
0.7585676950151751,0.7805712165773495,0.463389121338912,0.7099958414285075,0.5
0.5442705944553914,0.31206155574338823,0.6041542139868501,0.3443370360540282,0.5238095238095238
0.4607716376591199,0.34345057398280165,0.4438882247459653,0.3327373322515404,0.35714285714285715
0.6486535815877142,0.44229885885644754,0.5031380753138075,0.6776261930387268,0.8333333333333335
0.6157870756124136,0.5897022437715672,0.7190794979079499,0.48560993372311334,0.56
0.46581040812632135,0.3859770179643153,0.48500697350069727,0.4087907888688274,0.25925925925925924
0.634312273240876,0.5242987423742045,0.2609832635983263,0.5806021580027622,0.6153846153846154
0.5639691088456689,0.2319820436536343,0.23546575644131246,0.6178802074153439,0.5263157894736842
0.41794931594360174,0.20185374307167855,0.3962057816660327,0.6543995000064317,0.2727272727272727
0.7091009694284912,0.44645616904488294,0.1169456066945607,0.7883428686569671,0.6
0.5415993987739263,0.5552472227937607,0.4841004184100419,0.5221952361629143,0.4
0.5376703137109972,0.26638496738957834,0.16589958158995813,0.3615478817503858,0.45
0.6534821398112837,0.5203316367212543,0.733765690376569,0.5432017048090936,0.72
0.46525371141046334,0.23192181705499743,0.2998788813036777,0.3170422229456993,0.3684210526315789
0.6317989631388423,0.40027539372725873,0.4008786610878662,0.510669422549873,0.68
0.6608083545075738,0.35354903152164385,0.6503751262444092,0.9726835979549103,0.6206896551724138
0.4143594051675482,0.4083905645037567,0.10094142259414224,0.4085146993602941,0.34615384615384615
0.5950513745245488,0.4586130336212979,0.0,0.8337586017201396,0.5555555555555556
0.44452558766459793,0.612364855768751,0.15845006367109327,0.3774796240432691,0.34782608695652173
0.7258820228488732,0.6611925017589476,0.36084130304841594,0.6284880737072084,0.6428571428571429
0.5263030755224976,0.5177743697108035,0.26123100638625857,0.42706148451583964,0.5263157894736842
0.3262678949275532,0.33792539319464054,0.06799163179916316,0.31697953158145514,0.2727272727272727
0.5809804576978209,0.598082366343466,0.06799163179916316,0.6574129325371562,0.5
0.26363210880160515,0.157417360982775,0.33852675622109674,0.4979747392343433,0.15789473684210525
0.5525268945437279,0.47083808198136445,0.2001673640167364,0.580383817958527,0.56
0.5544206230517501,0.46161664024021337,0.28726464435146437,0.44836066833991606,0.375
0.4192514352099406,0.38583520371814517,0.4224859327658346,0.39283116066252427,0.3793103448275862
0.5173972594835617,0.6375114362039004,0.2139121338912133,0.4103380025864065,0.4230769230769231
0.43193612264713255,0.3713424184698227,0.45146443514644347,0.3998299880343395,0.4
0.6835119970160628,0.6841837393979597,0.2589121338912134,0.6034837462617239,0.68
0.6752768432337678,0.5878804455591061,0.1903765690376569,0.6558500525966289,0.6774193548387096
0.6481307845679585,0.4804062262423056,0.5303347280334729,0.5161542388418996,0.5925925925925926
